# NetGPI 1.1	Timestamp: 20230505155710
ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
megahit_64381_597-980	128	Not GPI-Anchored	-	0.986	*
megahit_64702_1-3588	1196	Not GPI-Anchored	-	0.983	*
megahit_64724_128-3091	987	Not GPI-Anchored	-	0.990	*
megahit_64725_128-3091	987	Not GPI-Anchored	-	0.990	*
megahit_64810_797-2311	504	Not GPI-Anchored	-	0.994	*
megahit_64823_135-3173	1012	Not GPI-Anchored	-	0.991	*
megahit_62948_491-1969	492	Not GPI-Anchored	-	0.984	*
megahit_62948_2-364	121	Not GPI-Anchored	-	0.995	*
megahit_62947_1281-3383	700	Not GPI-Anchored	-	0.994	*
megahit_62947_1-1239	413	Not GPI-Anchored	-	0.992	*
megahit_60913_1-1863	620	Not GPI-Anchored	-	0.991	*
megahit_60913_1878-2810	310	Not GPI-Anchored	-	0.993	*
megahit_60914_1-1863	620	Not GPI-Anchored	-	0.991	*
megahit_60914_1878-2810	310	Not GPI-Anchored	-	0.993	*
megahit_61125_1-1014	337	Not GPI-Anchored	-	0.976	*
megahit_61126_1-1014	337	Not GPI-Anchored	-	0.976	*
megahit_61129_1684-4131	815	Not GPI-Anchored	-	0.991	*
megahit_61131_1685-4132	815	Not GPI-Anchored	-	0.991	*
megahit_61135_1-2064	687	Not GPI-Anchored	-	0.987	*
megahit_61481_31-798	255	Not GPI-Anchored	-	0.990	*
megahit_61624_1198-1620	140	Not GPI-Anchored	-	0.996	*
megahit_62065_2232-3506	425	Not GPI-Anchored	-	0.990	*
megahit_62077_423-1811	462	Not GPI-Anchored	-	0.992	*
megahit_62082_433-1611	392	Not GPI-Anchored	-	0.989	*
megahit_62249_991-1977	329	Not GPI-Anchored	-	0.989	*
megahit_62678_2-712	237	Not GPI-Anchored	-	0.983	*
megahit_62757_2-1150	382	Not GPI-Anchored	-	0.983	*
megahit_62794_97-1716	539	Not GPI-Anchored	-	0.994	*
megahit_62795_853-2472	539	Not GPI-Anchored	-	0.994	*
megahit_64866_1-747	248	Not GPI-Anchored	-	0.955	*
megahit_64918_3-1088	362	Not GPI-Anchored	-	0.983	*
megahit_65121_1-882	294	Not GPI-Anchored	-	0.992	*
megahit_67066_4068-6317	749	Not GPI-Anchored	-	0.993	*
megahit_67069_4841-7090	749	Not GPI-Anchored	-	0.993	*
megahit_67071_3-2183	726	Not GPI-Anchored	-	0.993	*
megahit_67492_2006-2770	254	Not GPI-Anchored	-	0.990	*
megahit_67493_1991-2755	254	Not GPI-Anchored	-	0.990	*
megahit_67494_1991-2755	254	Not GPI-Anchored	-	0.990	*
megahit_67516_1209-2648	479	Not GPI-Anchored	-	0.979	*
megahit_67517_257-1189	310	Not GPI-Anchored	-	0.994	*
megahit_67517_1209-2648	479	Not GPI-Anchored	-	0.979	*
megahit_67518_868-2442	524	Not GPI-Anchored	-	0.995	*
megahit_67521_868-2442	524	Not GPI-Anchored	-	0.995	*
megahit_67590_29-760	243	Not GPI-Anchored	-	0.927	*
megahit_67590_1053-1994	313	Not GPI-Anchored	-	0.840	*
megahit_67590_2347-3138	263	Not GPI-Anchored	-	0.949	*
megahit_67591_36-728	230	Not GPI-Anchored	-	0.474	*
megahit_67683_1669-2421	250	Not GPI-Anchored	-	0.994	*
megahit_67684_704-1624	306	Not GPI-Anchored	-	0.996	*
megahit_67684_1669-2421	250	Not GPI-Anchored	-	0.994	*
megahit_67684_2432-3358	308	Not GPI-Anchored	-	0.995	*
megahit_67685_1669-2421	250	Not GPI-Anchored	-	0.994	*
megahit_67067_3-2183	726	Not GPI-Anchored	-	0.993	*
megahit_66785_743-1339	198	Not GPI-Anchored	-	0.993	*
megahit_65346_1782-3431	549	Not GPI-Anchored	-	0.992	*
megahit_140579_31-2910	959	Not GPI-Anchored	-	0.993	*
megahit_65346_3527-4462	311	Not GPI-Anchored	-	0.993	*
megahit_65347_1782-3431	549	Not GPI-Anchored	-	0.992	*
megahit_65347_3527-4462	311	Not GPI-Anchored	-	0.993	*
megahit_65351_1782-3431	549	Not GPI-Anchored	-	0.992	*
megahit_65447_762-1091	109	Not GPI-Anchored	-	0.991	*
megahit_65539_2-1006	334	Not GPI-Anchored	-	0.993	*
megahit_65614_2-1324	441	Not GPI-Anchored	-	0.993	*
megahit_65819_657-1448	263	Not GPI-Anchored	-	0.626	*
megahit_65820_2691-3482	263	Not GPI-Anchored	-	0.626	*
megahit_65886_1116-2081	321	Not GPI-Anchored	-	0.996	*
megahit_66081_8-427	139	Not GPI-Anchored	-	0.990	*
megahit_66083_81-719	212	Not GPI-Anchored	-	0.994	*
megahit_66384_2-2056	685	Not GPI-Anchored	-	0.991	*
megahit_66505_450-1286	278	Not GPI-Anchored	-	0.873	*
megahit_66506_326-1162	278	Not GPI-Anchored	-	0.873	*
megahit_66507_450-1286	278	Not GPI-Anchored	-	0.873	*
megahit_66507_1299-1889	196	Not GPI-Anchored	-	0.806	*
megahit_66538_1-639	213	Not GPI-Anchored	-	0.992	*
megahit_66729_439-1326	295	Not GPI-Anchored	-	0.994	*
megahit_60912_1872-2804	310	Not GPI-Anchored	-	0.993	*
megahit_60912_1-1857	618	Not GPI-Anchored	-	0.991	*
megahit_60746_4217-5164	315	Not GPI-Anchored	-	0.995	*
megahit_55776_574-1791	405	Not GPI-Anchored	-	0.993	*
megahit_56394_1418-2803	461	Not GPI-Anchored	-	0.994	*
megahit_56394_2803-4212	469	Not GPI-Anchored	-	0.995	*
megahit_56395_644-1315	223	Not GPI-Anchored	-	0.995	*
megahit_56395_1418-2803	461	Not GPI-Anchored	-	0.994	*
megahit_56395_2803-4212	469	Not GPI-Anchored	-	0.995	*
megahit_56449_2-850	283	Not GPI-Anchored	-	0.992	*
megahit_56450_2083-3114	343	Not GPI-Anchored	-	0.993	*
megahit_56750_2-727	242	Not GPI-Anchored	-	0.995	*
megahit_56751_2-664	221	Not GPI-Anchored	-	0.994	*
megahit_56753_2-727	242	Not GPI-Anchored	-	0.995	*
megahit_56754_2-664	221	Not GPI-Anchored	-	0.994	*
megahit_57235_2324-5929	1201	Not GPI-Anchored	-	0.994	*
megahit_57235_5986-8307	773	Not GPI-Anchored	-	0.994	*
megahit_57235_8350-11331	993	Not GPI-Anchored	-	0.995	*
megahit_57236_1204-4809	1201	Not GPI-Anchored	-	0.994	*
megahit_57236_4866-7187	773	Not GPI-Anchored	-	0.994	*
megahit_57236_7230-10211	993	Not GPI-Anchored	-	0.995	*
megahit_57237_1204-4809	1201	Not GPI-Anchored	-	0.994	*
megahit_57237_4866-7187	773	Not GPI-Anchored	-	0.994	*
megahit_56394_644-1315	223	Not GPI-Anchored	-	0.995	*
megahit_55775_710-1756	348	Not GPI-Anchored	-	0.995	*
megahit_57238_2324-5929	1201	Not GPI-Anchored	-	0.994	*
megahit_55701_4888-5613	241	Not GPI-Anchored	-	0.686	*
megahit_53658_31-561	176	Not GPI-Anchored	-	0.996	*
megahit_53659_31-561	176	Not GPI-Anchored	-	0.996	*
megahit_53693_1019-1792	257	Not GPI-Anchored	-	0.860	*
megahit_53784_34-348	104	Not GPI-Anchored	-	0.989	*
megahit_53784_406-744	112	Not GPI-Anchored	-	0.978	*
megahit_53920_1-6612	2203	Not GPI-Anchored	-	0.973	*
megahit_54183_2-1747	582	Not GPI-Anchored	-	0.978	*
megahit_54186_2-1747	582	Not GPI-Anchored	-	0.978	*
megahit_54187_2-1747	582	Not GPI-Anchored	-	0.978	*
megahit_54408_373-1020	215	Not GPI-Anchored	-	0.995	*
megahit_54640_135-836	234	Not GPI-Anchored	-	0.994	*
megahit_54804_142-762	206	Not GPI-Anchored	-	0.995	*
megahit_54904_1-510	169	Not GPI-Anchored	-	0.995	*
megahit_54904_571-1008	146	Not GPI-Anchored	-	0.995	*
megahit_55127_73-2301	742	Not GPI-Anchored	-	0.994	*
megahit_55308_130-702	190	Not GPI-Anchored	-	0.993	*
megahit_55309_2-1234	411	Not GPI-Anchored	-	0.988	*
megahit_55683_724-1680	318	Not GPI-Anchored	-	0.975	*
megahit_55699_4880-5605	241	Not GPI-Anchored	-	0.686	*
megahit_57237_7230-10211	993	Not GPI-Anchored	-	0.995	*
megahit_57238_5986-8307	773	Not GPI-Anchored	-	0.994	*
megahit_60746_478-1794	438	Not GPI-Anchored	-	0.995	*
megahit_59703_10085-11029	314	Not GPI-Anchored	-	0.989	*
megahit_59705_10085-11029	314	Not GPI-Anchored	-	0.989	*
megahit_59706_10037-11023	328	Not GPI-Anchored	-	0.992	*
megahit_59707_10037-10981	314	Not GPI-Anchored	-	0.989	*
megahit_59710_10037-11023	328	Not GPI-Anchored	-	0.992	*
megahit_59711_10037-10981	314	Not GPI-Anchored	-	0.989	*
megahit_59712_10085-11071	328	Not GPI-Anchored	-	0.992	*
megahit_59773_502-816	104	Not GPI-Anchored	-	0.994	*
megahit_59824_3-848	282	Not GPI-Anchored	-	0.989	*
megahit_59946_3-2255	750	Not GPI-Anchored	-	0.995	*
megahit_59947_3-2255	750	Not GPI-Anchored	-	0.995	*
megahit_60073_3-755	251	Not GPI-Anchored	-	0.994	*
megahit_60174_26-937	303	Not GPI-Anchored	-	0.988	*
megahit_60425_2-1114	371	Not GPI-Anchored	-	0.983	*
megahit_60551_3-1964	654	Not GPI-Anchored	-	0.986	*
megahit_60594_380-949	189	Not GPI-Anchored	-	0.992	*
megahit_60718_2-1183	393	Not GPI-Anchored	-	0.988	*
megahit_60739_478-1725	415	Not GPI-Anchored	-	0.994	*
megahit_60742_501-1448	315	Not GPI-Anchored	-	0.995	*
megahit_60743_478-1794	438	Not GPI-Anchored	-	0.995	*
megahit_59704_10085-11071	328	Not GPI-Anchored	-	0.992	*
megahit_59158_2089-3570	493	Not GPI-Anchored	-	0.985	*
megahit_57238_8350-11331	993	Not GPI-Anchored	-	0.995	*
megahit_59157_2089-3570	493	Not GPI-Anchored	-	0.985	*
megahit_57239_459-1409	316	Not GPI-Anchored	-	0.983	*
megahit_57239_2324-5929	1201	Not GPI-Anchored	-	0.994	*
megahit_57239_5986-8307	773	Not GPI-Anchored	-	0.994	*
megahit_57239_8350-11331	993	Not GPI-Anchored	-	0.995	*
megahit_57293_87-881	264	GPI-Anchored	237	0.366	S
megahit_57334_52-1284	410	Not GPI-Anchored	-	0.993	*
megahit_57336_52-1284	410	Not GPI-Anchored	-	0.993	*
megahit_57378_3-329	109	Not GPI-Anchored	-	0.995	*
megahit_58060_65-988	307	Not GPI-Anchored	-	0.988	*
megahit_58061_65-988	307	Not GPI-Anchored	-	0.988	*
megahit_58247_21722-22603	293	Not GPI-Anchored	-	0.979	*
megahit_58476_223-603	126	Not GPI-Anchored	-	0.946	*
megahit_58500_176-3220	1014	Not GPI-Anchored	-	0.991	*
megahit_58501_176-3220	1014	Not GPI-Anchored	-	0.991	*
megahit_58502_176-3220	1014	Not GPI-Anchored	-	0.991	*
megahit_58586_3-956	317	Not GPI-Anchored	-	0.992	*
megahit_58586_994-2601	535	Not GPI-Anchored	-	0.988	*
megahit_58918_260-907	215	Not GPI-Anchored	-	0.951	*
megahit_59067_1-2085	694	Not GPI-Anchored	-	0.994	*
megahit_37453_2-490	162	GPI-Anchored	139	0.318	G
megahit_37356_65-745	226	Not GPI-Anchored	-	0.996	*
megahit_37355_65-754	229	Not GPI-Anchored	-	0.995	*
megahit_7581_4187-6583	798	Not GPI-Anchored	-	0.996	*
megahit_7579_3673-6189	838	Not GPI-Anchored	-	0.994	*
megahit_7579_6189-8585	798	Not GPI-Anchored	-	0.996	*
megahit_7579_8697-10055	452	Not GPI-Anchored	-	0.993	*
megahit_7580_628-3606	992	Not GPI-Anchored	-	0.993	*
megahit_7580_3673-6189	838	Not GPI-Anchored	-	0.994	*
megahit_7580_6189-8585	798	Not GPI-Anchored	-	0.996	*
megahit_7580_8697-10055	452	Not GPI-Anchored	-	0.993	*
megahit_7581_72-1604	510	Not GPI-Anchored	-	0.996	*
megahit_7581_1671-4187	838	Not GPI-Anchored	-	0.994	*
megahit_7581_6695-8053	452	Not GPI-Anchored	-	0.993	*
megahit_16982_2-1078	359	Not GPI-Anchored	-	0.993	*
megahit_7708_1-1443	481	Not GPI-Anchored	-	0.990	*
megahit_8069_2-649	216	Not GPI-Anchored	-	0.986	*
megahit_8458_79-918	279	Not GPI-Anchored	-	0.991	*
megahit_8573_33-905	290	Not GPI-Anchored	-	0.979	*
megahit_8590_1356-2714	452	Not GPI-Anchored	-	0.995	*
megahit_9584_186-1205	339	Not GPI-Anchored	-	0.991	*
megahit_9799_3727-5532	601	Not GPI-Anchored	-	0.994	*
megahit_9800_3727-4698	323	Not GPI-Anchored	-	0.993	*
megahit_9802_3727-5532	601	Not GPI-Anchored	-	0.994	*
megahit_7579_628-3606	992	Not GPI-Anchored	-	0.993	*
megahit_7551_2813-3526	237	Not GPI-Anchored	-	0.976	*
megahit_7551_1835-2767	310	Not GPI-Anchored	-	0.982	*
megahit_7551_85-876	263	Not GPI-Anchored	-	0.988	*
megahit_6770_1382-2845	487	Not GPI-Anchored	-	0.992	*
megahit_6772_74-604	176	Not GPI-Anchored	-	0.994	*
megahit_6788_1627-2136	169	Not GPI-Anchored	-	0.993	*
megahit_6789_1627-2136	169	Not GPI-Anchored	-	0.993	*
megahit_6801_46-882	279	Not GPI-Anchored	-	0.992	*
megahit_6986_62-1174	371	Not GPI-Anchored	-	0.993	*
megahit_6987_62-1411	449	Not GPI-Anchored	-	0.987	*
megahit_7036_1-1137	378	Not GPI-Anchored	-	0.993	*
megahit_7074_140-616	158	Not GPI-Anchored	-	0.994	*
megahit_7075_140-616	158	Not GPI-Anchored	-	0.993	*
megahit_7075_638-1060	140	Not GPI-Anchored	-	0.982	*
megahit_7279_752-1318	188	Not GPI-Anchored	-	0.993	*
megahit_7368_139-1005	289	Not GPI-Anchored	-	0.994	*
megahit_7370_139-1005	289	Not GPI-Anchored	-	0.994	*
megahit_7380_134-5134	1666	Not GPI-Anchored	-	0.990	*
megahit_7381_2017-10224	2735	Not GPI-Anchored	-	0.994	*
megahit_7549_85-876	263	Not GPI-Anchored	-	0.988	*
megahit_7549_1835-2767	310	Not GPI-Anchored	-	0.982	*
megahit_7549_2813-3526	237	Not GPI-Anchored	-	0.976	*
megahit_9822_3-1286	427	Not GPI-Anchored	-	0.996	*
megahit_9823_86-2989	967	Not GPI-Anchored	-	0.974	*
megahit_9870_515-994	159	Not GPI-Anchored	-	0.995	*
megahit_13966_3-2921	973	Not GPI-Anchored	-	0.993	*
megahit_14165_1428-3692	754	Not GPI-Anchored	-	0.995	*
megahit_14165_4707-6440	577	Not GPI-Anchored	-	0.995	*
megahit_14166_1428-3692	754	Not GPI-Anchored	-	0.995	*
megahit_14167_4707-6440	577	Not GPI-Anchored	-	0.995	*
megahit_14777_1141-2151	336	Not GPI-Anchored	-	0.994	*
megahit_15089_3-1502	499	Not GPI-Anchored	-	0.996	*
megahit_15089_3685-5103	472	Not GPI-Anchored	-	0.995	*
megahit_15137_2-2839	945	Not GPI-Anchored	-	0.996	*
megahit_15425_73-2499	808	Not GPI-Anchored	-	0.992	*
megahit_15597_2-778	258	Not GPI-Anchored	-	0.995	*
megahit_15937_770-1972	400	Not GPI-Anchored	-	0.992	*
megahit_15937_2083-2496	137	Not GPI-Anchored	-	0.995	*
megahit_16350_207-683	159	Not GPI-Anchored	-	0.993	*
megahit_16741_108-2612	834	Not GPI-Anchored	-	0.996	*
megahit_16962_9-3290	1093	Not GPI-Anchored	-	0.990	*
megahit_16963_9-3290	1093	Not GPI-Anchored	-	0.990	*
megahit_16964_9-3290	1093	Not GPI-Anchored	-	0.990	*
megahit_16965_9-3290	1093	Not GPI-Anchored	-	0.990	*
megahit_16966_3-1403	467	Not GPI-Anchored	-	0.994	*
megahit_14143_1649-2860	404	Not GPI-Anchored	-	0.995	*
megahit_13884_3-893	297	Not GPI-Anchored	-	0.994	*
megahit_9871_474-1730	418	Not GPI-Anchored	-	0.869	*
megahit_13718_2-370	123	Not GPI-Anchored	-	0.984	*
megahit_9871_1784-2263	159	Not GPI-Anchored	-	0.995	*
megahit_10072_3-1673	557	Not GPI-Anchored	-	0.994	*
megahit_11369_26-1120	364	Not GPI-Anchored	-	0.979	*
megahit_11370_3-1283	427	Not GPI-Anchored	-	0.985	*
megahit_11371_2-1063	354	Not GPI-Anchored	-	0.995	*
megahit_11866_499-2679	727	Not GPI-Anchored	-	0.994	*
megahit_12541_9149-10114	321	Not GPI-Anchored	-	0.992	*
megahit_12544_1290-2255	321	Not GPI-Anchored	-	0.992	*
megahit_12547_1290-2255	321	Not GPI-Anchored	-	0.992	*
megahit_13344_850-1929	360	Not GPI-Anchored	-	0.992	*
megahit_13345_1275-2354	360	Not GPI-Anchored	-	0.992	*
megahit_13375_1761-2438	225	Not GPI-Anchored	-	0.991	*
megahit_13376_1761-2438	225	Not GPI-Anchored	-	0.991	*
megahit_13412_2-709	235	Not GPI-Anchored	-	0.996	*
megahit_13542_459-1886	475	Not GPI-Anchored	-	0.993	*
megahit_13542_1873-4998	1041	Not GPI-Anchored	-	0.994	*
megahit_13660_161-517	118	Not GPI-Anchored	-	0.987	*
megahit_13660_598-1101	167	Not GPI-Anchored	-	0.992	*
megahit_13717_4845-5294	149	Not GPI-Anchored	-	0.994	*
megahit_6770_122-1258	378	Not GPI-Anchored	-	0.874	*
megahit_6769_5157-6449	430	Not GPI-Anchored	-	0.993	*
megahit_6769_2141-5038	965	Not GPI-Anchored	-	0.992	*
megahit_471_1687-4218	843	Not GPI-Anchored	-	0.993	*
megahit_471_5907-6962	351	Not GPI-Anchored	-	0.995	*
megahit_770_114-1850	578	Not GPI-Anchored	-	0.985	*
megahit_772_114-1850	578	Not GPI-Anchored	-	0.985	*
megahit_773_114-1850	578	Not GPI-Anchored	-	0.985	*
megahit_857_9-1391	460	Not GPI-Anchored	-	0.989	*
megahit_858_468-1850	460	Not GPI-Anchored	-	0.988	*
megahit_859_468-1850	460	Not GPI-Anchored	-	0.988	*
megahit_1271_300-971	223	Not GPI-Anchored	-	0.994	*
megahit_1422_127-1473	448	Not GPI-Anchored	-	0.995	*
megahit_1423_127-1473	448	Not GPI-Anchored	-	0.995	*
megahit_1818_16326-18149	607	Not GPI-Anchored	-	0.996	*
megahit_1876_94-627	177	Not GPI-Anchored	-	0.977	*
megahit_1878_94-624	176	Not GPI-Anchored	-	0.960	*
megahit_1879_94-627	177	Not GPI-Anchored	-	0.977	*
megahit_1880_94-627	177	Not GPI-Anchored	-	0.977	*
megahit_2072_8308-8664	118	Not GPI-Anchored	-	0.982	*
megahit_2228_48-626	192	Not GPI-Anchored	-	0.993	*
megahit_2412_3-716	237	Not GPI-Anchored	-	0.992	*
megahit_2595_687-1709	340	Not GPI-Anchored	-	0.996	*
megahit_471_4341-5810	489	Not GPI-Anchored	-	0.994	*
megahit_470_43-1320	426	Not GPI-Anchored	-	0.992	*
megahit_2673_1-2457	819	Not GPI-Anchored	-	0.990	*
megahit_469_3627-5096	489	Not GPI-Anchored	-	0.994	*
megahit_320_1-504	168	Not GPI-Anchored	-	0.995	*
megahit_462_988-3519	843	Not GPI-Anchored	-	0.993	*
megahit_462_3642-5111	489	Not GPI-Anchored	-	0.994	*
megahit_462_5208-6263	351	Not GPI-Anchored	-	0.995	*
megahit_463_1687-4218	843	Not GPI-Anchored	-	0.993	*
megahit_463_4341-5810	489	Not GPI-Anchored	-	0.994	*
megahit_464_988-3519	843	Not GPI-Anchored	-	0.993	*
megahit_464_3642-5111	489	Not GPI-Anchored	-	0.994	*
megahit_465_1687-4203	838	Not GPI-Anchored	-	0.993	*
megahit_465_4326-5795	489	Not GPI-Anchored	-	0.994	*
megahit_466_1687-4203	838	Not GPI-Anchored	-	0.993	*
megahit_466_4326-5795	489	Not GPI-Anchored	-	0.994	*
megahit_466_5892-6947	351	Not GPI-Anchored	-	0.995	*
megahit_467_43-1512	489	Not GPI-Anchored	-	0.994	*
megahit_467_1609-2664	351	Not GPI-Anchored	-	0.995	*
megahit_468_988-3504	838	Not GPI-Anchored	-	0.993	*
megahit_468_3627-5096	489	Not GPI-Anchored	-	0.994	*
megahit_468_5193-6248	351	Not GPI-Anchored	-	0.995	*
megahit_469_988-3504	838	Not GPI-Anchored	-	0.993	*
megahit_2596_768-1559	263	Not GPI-Anchored	-	0.984	*
megahit_2674_1-2343	781	Not GPI-Anchored	-	0.990	*
megahit_6769_626-2077	483	Not GPI-Anchored	-	0.993	*
megahit_4979_1-678	226	Not GPI-Anchored	-	0.990	*
megahit_5219_3-1064	354	Not GPI-Anchored	-	0.987	*
megahit_5287_417-1274	285	Not GPI-Anchored	-	0.993	*
megahit_5288_418-1275	285	Not GPI-Anchored	-	0.993	*
megahit_5713_659-1993	444	Not GPI-Anchored	-	0.988	*
megahit_5801_308-787	160	Not GPI-Anchored	-	0.988	*
megahit_5889_2-541	180	Not GPI-Anchored	-	0.985	*
megahit_6273_24-2621	865	Not GPI-Anchored	-	0.996	*
megahit_6275_24-2615	863	Not GPI-Anchored	-	0.996	*
megahit_6276_24-2912	962	Not GPI-Anchored	-	0.996	*
megahit_6766_307-1758	483	Not GPI-Anchored	-	0.992	*
megahit_6766_1822-4719	965	Not GPI-Anchored	-	0.992	*
megahit_6766_4838-6130	430	Not GPI-Anchored	-	0.993	*
megahit_6767_564-2015	483	Not GPI-Anchored	-	0.993	*
megahit_6767_2079-4976	965	Not GPI-Anchored	-	0.992	*
megahit_6767_5095-6387	430	Not GPI-Anchored	-	0.993	*
megahit_6768_122-1261	379	Not GPI-Anchored	-	0.874	*
megahit_6768_1264-3015	583	Not GPI-Anchored	-	0.995	*
megahit_6768_3139-4602	487	Not GPI-Anchored	-	0.992	*
megahit_6769_3-500	166	Not GPI-Anchored	-	0.995	*
megahit_4980_1-2232	743	Not GPI-Anchored	-	0.990	*
megahit_4791_89-643	184	Not GPI-Anchored	-	0.995	*
megahit_2697_484-870	129	Not GPI-Anchored	-	0.995	*
megahit_4790_89-643	184	Not GPI-Anchored	-	0.995	*
megahit_2894_2049-3200	383	Not GPI-Anchored	-	0.995	*
megahit_2895_1728-2873	381	Not GPI-Anchored	-	0.995	*
megahit_2899_2049-3200	383	Not GPI-Anchored	-	0.995	*
megahit_2900_2049-3194	381	Not GPI-Anchored	-	0.995	*
megahit_2973_1820-2707	295	Not GPI-Anchored	-	0.994	*
megahit_3377_408-2072	554	Not GPI-Anchored	-	0.994	*
megahit_3393_251-973	240	Not GPI-Anchored	-	0.992	*
megahit_3496_287-1363	358	Not GPI-Anchored	-	0.995	*
megahit_3497_286-1362	358	Not GPI-Anchored	-	0.995	*
megahit_3773_3-413	137	Not GPI-Anchored	-	0.991	*
megahit_3822_894-2846	650	Not GPI-Anchored	-	0.975	*
megahit_3823_2-640	213	Not GPI-Anchored	-	0.995	*
megahit_4168_1245-3395	716	Not GPI-Anchored	-	0.993	*
megahit_4169_904-3054	716	Not GPI-Anchored	-	0.993	*
megahit_4174_904-3054	716	Not GPI-Anchored	-	0.993	*
megahit_4513_329-3895	1188	Not GPI-Anchored	-	0.991	*
megahit_4514_329-3865	1178	Not GPI-Anchored	-	0.991	*
megahit_4515_329-3883	1184	Not GPI-Anchored	-	0.991	*
megahit_4632_97-1842	582	Not GPI-Anchored	-	0.992	*
megahit_16974_1588-1908	106	Not GPI-Anchored	-	0.993	*
megahit_16983_2-1078	359	Not GPI-Anchored	-	0.993	*
megahit_36639_507-1400	297	Not GPI-Anchored	-	0.993	*
megahit_30350_3-1364	453	Not GPI-Anchored	-	0.989	*
megahit_28215_544-1557	337	Not GPI-Anchored	-	0.993	*
megahit_29938_1-1920	640	Not GPI-Anchored	-	0.985	*
megahit_29939_1-2121	707	Not GPI-Anchored	-	0.985	*
megahit_30042_2-664	221	Not GPI-Anchored	-	0.992	*
megahit_30289_326-1480	384	Not GPI-Anchored	-	0.985	*
megahit_30296_1854-3350	498	Not GPI-Anchored	-	0.995	*
megahit_30297_1851-3347	498	Not GPI-Anchored	-	0.995	*
megahit_30347_3-1364	453	Not GPI-Anchored	-	0.989	*
megahit_30349_3-1364	453	Not GPI-Anchored	-	0.989	*
megahit_30350_1499-2647	382	Not GPI-Anchored	-	0.994	*
megahit_16983_1136-2089	317	Not GPI-Anchored	-	0.994	*
megahit_30412_2-1078	359	Not GPI-Anchored	-	0.989	*
megahit_30685_172-1755	527	Not GPI-Anchored	-	0.993	*
megahit_30882_430-822	131	Not GPI-Anchored	-	0.995	*
megahit_30883_442-834	131	Not GPI-Anchored	-	0.995	*
megahit_30976_462-2867	801	Not GPI-Anchored	-	0.990	*
megahit_31215_266-1183	305	Not GPI-Anchored	-	0.880	*
megahit_31216_2-913	303	Not GPI-Anchored	-	0.880	*
megahit_31386_46-1017	323	Not GPI-Anchored	-	0.488	*
megahit_31389_1-918	305	Not GPI-Anchored	-	0.984	*
megahit_28197_76-936	286	Not GPI-Anchored	-	0.988	*
megahit_28196_76-936	286	Not GPI-Anchored	-	0.986	*
megahit_28010_1593-2072	159	Not GPI-Anchored	-	0.984	*
megahit_27978_147-1535	462	Not GPI-Anchored	-	0.990	*
megahit_26423_6384-6899	171	Not GPI-Anchored	-	0.984	*
megahit_26582_3-3950	1316	Not GPI-Anchored	-	0.279	*
megahit_26697_1-495	165	Not GPI-Anchored	-	0.991	*
megahit_26851_801-2168	455	Not GPI-Anchored	-	0.990	*
megahit_26863_61-2961	966	Not GPI-Anchored	-	0.992	*
megahit_26906_2-667	222	Not GPI-Anchored	-	0.988	*
megahit_27000_1-1020	339	Not GPI-Anchored	-	0.962	*
megahit_27001_2-604	201	Not GPI-Anchored	-	0.991	*
megahit_27002_3-674	224	Not GPI-Anchored	-	0.996	*
megahit_27007_3-674	224	Not GPI-Anchored	-	0.996	*
megahit_27009_173-1531	452	Not GPI-Anchored	-	0.991	*
megahit_27128_53-2200	715	Not GPI-Anchored	-	0.986	*
megahit_27403_2-838	278	Not GPI-Anchored	-	0.994	*
megahit_27450_5-4198	1397	Not GPI-Anchored	-	0.995	*
megahit_27451_505-4197	1230	Not GPI-Anchored	-	0.944	*
megahit_27653_983-1369	128	Not GPI-Anchored	-	0.992	*
megahit_27725_1-693	230	Not GPI-Anchored	-	0.995	*
megahit_27864_8-2542	844	Not GPI-Anchored	-	0.996	*
megahit_27977_147-1535	462	Not GPI-Anchored	-	0.990	*
megahit_31577_3-752	250	Not GPI-Anchored	-	0.994	*
megahit_31578_2-910	303	Not GPI-Anchored	-	0.994	*
megahit_31913_408-1826	472	Not GPI-Anchored	-	0.994	*
megahit_33599_26-625	199	Not GPI-Anchored	-	0.969	*
megahit_33671_3-1658	551	Not GPI-Anchored	-	0.996	*
megahit_33808_170-886	238	Not GPI-Anchored	-	0.995	*
megahit_34518_28-714	228	Not GPI-Anchored	-	0.972	*
megahit_34519_1-714	237	Not GPI-Anchored	-	0.972	*
megahit_34520_28-714	228	Not GPI-Anchored	-	0.972	*
megahit_34998_45-608	188	Not GPI-Anchored	-	0.989	*
megahit_35520_31-2166	711	Not GPI-Anchored	-	0.993	*
megahit_35521_369-1205	278	Not GPI-Anchored	-	0.995	*
megahit_35522_369-1205	278	Not GPI-Anchored	-	0.995	*
megahit_35524_369-1205	278	Not GPI-Anchored	-	0.995	*
megahit_35912_2-433	144	Not GPI-Anchored	-	0.992	*
megahit_35983_914-1621	235	Not GPI-Anchored	-	0.994	*
megahit_36020_2-2506	834	Not GPI-Anchored	-	0.994	*
megahit_36021_2-2110	702	Not GPI-Anchored	-	0.994	*
megahit_36144_54-830	258	Not GPI-Anchored	-	0.993	*
megahit_36157_937-2961	674	Not GPI-Anchored	-	0.996	*
megahit_36160_937-2961	674	Not GPI-Anchored	-	0.996	*
megahit_36165_4344-4895	183	Not GPI-Anchored	-	0.994	*
